area,item,year,yield,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Bulgaria,"Rice, paddy",2006,44080,608,9.08,2103.5
Bulgaria,"Rice, paddy",2007,46447,608,10.23,1974.75
Bulgaria,"Rice, paddy",2008,49621,608,9.9,1846
Bulgaria,"Rice, paddy",2009,52263,608,9.74,1717.25
Bulgaria,"Rice, paddy",2010,47952,608,9.65,1588.5
Bulgaria,"Rice, paddy",2011,50563,608,9.17,1459.75
Bulgaria,"Rice, paddy",2012,55605,608,9.99,1331
Bulgaria,"Rice, paddy",2013,54945,608,11.26,1197
Bulgaria,Sorghum,1990,17778,608,9.51,3906
Bulgaria,Sorghum,1991,17897,608,8.14,3906
Bulgaria,Sorghum,1992,17965,608,9.07,3906
Bulgaria,Sorghum,1993,17297,608,9,3777.25
Bulgaria,Sorghum,1994,17368,608,10.23,3648.5
Bulgaria,Sorghum,1995,14583,608,8.69,3519.75
Bulgaria,Sorghum,1996,13158,608,8.44,3391
Bulgaria,Sorghum,1997,25429,608,8.26,3262.25
Bulgaria,Sorghum,1998,23235,608,9.16,3133.5
Bulgaria,Sorghum,1999,27500,608,9.67,3004.75
Bulgaria,Sorghum,2000,20732,608,9.9,2876
Bulgaria,Sorghum,2001,20698,608,9.55,2747.25
Bulgaria,Sorghum,2002,21044,608,9.6,2618.5
Bulgaria,Sorghum,2004,20997,608,9.18,2361
Bulgaria,Sorghum,2005,20400,608,8.58,2232.25
Bulgaria,Sorghum,2006,22752,608,9.08,2103.5
Bulgaria,Sorghum,2007,11108,608,10.23,1974.75
Bulgaria,Sorghum,2008,19316,608,9.9,1846
Bulgaria,Sorghum,2009,24836,608,9.74,1717.25
Bulgaria,Sorghum,2010,24314,608,9.65,1588.5
Bulgaria,Sorghum,2011,19536,608,9.17,1459.75
Bulgaria,Sorghum,2012,20205,608,9.99,1331
Bulgaria,Sorghum,2013,26792,608,11.26,1197
Bulgaria,Soybeans,1990,8830,608,9.51,3906
Bulgaria,Soybeans,1991,18800,608,8.14,3906
Bulgaria,Soybeans,1992,8070,608,9.07,3906
Bulgaria,Soybeans,1993,6742,608,9,3777.25
Bulgaria,Soybeans,1994,9402,608,10.23,3648.5
Bulgaria,Soybeans,1995,9043,608,8.69,3519.75
Bulgaria,Soybeans,1996,5742,608,8.44,3391
Bulgaria,Soybeans,1997,9750,608,8.26,3262.25
Bulgaria,Soybeans,1998,5379,608,9.16,3133.5
Bulgaria,Soybeans,1999,8333,608,9.67,3004.75
Bulgaria,Soybeans,2000,6667,608,9.9,2876
Bulgaria,Soybeans,2001,10000,608,9.55,2747.25
Bulgaria,Soybeans,2002,14299,608,9.6,2618.5
Bulgaria,Soybeans,2004,18768,608,9.18,2361
Bulgaria,Soybeans,2005,22239,608,8.58,2232.25
Bulgaria,Soybeans,2006,15568,608,9.08,2103.5
Bulgaria,Soybeans,2007,6018,608,10.23,1974.75
Bulgaria,Soybeans,2008,13358,608,9.9,1846
Bulgaria,Soybeans,2009,9662,608,9.74,1717.25
Bulgaria,Soybeans,2010,22717,608,9.65,1588.5
Bulgaria,Soybeans,2011,11565,608,9.17,1459.75
Bulgaria,Soybeans,2012,7903,608,9.99,1331
Bulgaria,Soybeans,2013,17976,608,11.26,1197
Bulgaria,Wheat,1990,45514,608,9.51,3906
Bulgaria,Wheat,1991,37480,608,8.14,3906
Bulgaria,Wheat,1992,31071,608,9.07,3906
Bulgaria,Wheat,1993,28580,608,9,3777.25
Bulgaria,Wheat,1994,28447,608,10.23,3648.5
Bulgaria,Wheat,1995,29085,608,8.69,3519.75
Bulgaria,Wheat,1996,18818,608,8.44,3391
Bulgaria,Wheat,1997,29502,608,8.26,3262.25
Bulgaria,Wheat,1998,28058,608,9.16,3133.5
Bulgaria,Wheat,1999,27352,608,9.67,3004.75
Bulgaria,Wheat,2000,28421,608,9.9,2876
Bulgaria,Wheat,2001,30081,608,9.55,2747.25
Bulgaria,Wheat,2002,30123,608,9.6,2618.5
Bulgaria,Wheat,2004,38100,608,9.18,2361
Bulgaria,Wheat,2005,31567,608,8.58,2232.25
Bulgaria,Wheat,2006,34026,608,9.08,2103.5
Bulgaria,Wheat,2007,21973,608,10.23,1974.75
Bulgaria,Wheat,2008,41674,608,9.9,1846
Bulgaria,Wheat,2009,31873,608,9.74,1717.25
Bulgaria,Wheat,2010,36185,608,9.65,1588.5
Bulgaria,Wheat,2011,39197,608,9.17,1459.75
Bulgaria,Wheat,2012,37596,608,9.99,1331
Bulgaria,Wheat,2013,41885,608,11.26,1197
Burkina Faso,Cassava,1990,29600,748,28.77,29.1
Burkina Faso,Cassava,1991,24558,748,28.4,29.1
Burkina Faso,Cassava,1992,21429,748,28.06,29.1
Burkina Faso,Cassava,1993,19455,748,28.58,17
Burkina Faso,Cassava,1994,20000,748,28,6
Burkina Faso,Cassava,1995,20000,748,28.46,3.04
Burkina Faso,Cassava,1996,20489,748,28.74,39.16
Burkina Faso,Cassava,1997,20557,748,28.52,75.29
Burkina Faso,Cassava,1998,20706,748,28.95,111.41
Burkina Faso,Cassava,1999,20902,748,28.45,93.43
Burkina Faso,Cassava,2000,21037,748,28.6,75.44
Burkina Faso,Cassava,2001,21388,748,28.77,57.46
Burkina Faso,Cassava,2002,21551,748,28.97,39.47
Burkina Faso,Cassava,2004,22411,748,28.9,1.28
Burkina Faso,Cassava,2005,21952,748,29.18,92.21
Burkina Faso,Cassava,2006,21316,748,28.92,109.24
Burkina Faso,Cassava,2007,23030,748,28.96,292.05
Burkina Faso,Cassava,2008,19060,748,28.4,190.92
Burkina Faso,Cassava,2009,17452,748,29.05,132.3
Burkina Faso,Cassava,2010,15659,748,29.17,442.89
Burkina Faso,Cassava,2011,13548,748,29.03,843
Burkina Faso,Cassava,2012,13636,748,28.67,843
Burkina Faso,Cassava,2013,13594,748,29.41,843
Burkina Faso,Maize,1990,14612,748,28.77,29.1
Burkina Faso,Maize,1991,16868,748,28.4,29.1
Burkina Faso,Maize,1992,15238,748,28.06,29.1
Burkina Faso,Maize,1993,13722,748,28.58,17
Burkina Faso,Maize,1994,16042,748,28,6
Burkina Faso,Maize,1995,11441,748,28.46,3.04
Burkina Faso,Maize,1996,15521,748,28.74,39.16
Burkina Faso,Maize,1997,15185,748,28.52,75.29
Burkina Faso,Maize,1998,13919,748,28.95,111.41
Burkina Faso,Maize,1999,16241,748,28.45,93.43
Burkina Faso,Maize,2000,17543,748,28.6,75.44
Burkina Faso,Maize,2001,18115,748,28.77,57.46
Burkina Faso,Maize,2002,17381,748,28.97,39.47
Burkina Faso,Maize,2004,12666,748,28.9,1.28
Burkina Faso,Maize,2005,18058,748,29.18,92.21
Burkina Faso,Maize,2006,19444,748,28.92,109.24
Burkina Faso,Maize,2007,11736,748,28.96,292.05
Burkina Faso,Maize,2008,16662,748,28.4,190.92
Burkina Faso,Maize,2009,15286,748,29.05,132.3
Burkina Faso,Maize,2010,14342,748,29.17,442.89
Burkina Faso,Maize,2011,15356,748,29.03,843
Burkina Faso,Maize,2012,18386,748,28.67,843
Burkina Faso,Maize,2013,17353,748,29.41,843
Burkina Faso,Potatoes,1990,61985,748,28.77,29.1
Burkina Faso,Potatoes,1991,61898,748,28.4,29.1
Burkina Faso,Potatoes,1992,60637,748,28.06,29.1
Burkina Faso,Potatoes,1993,62308,748,28.58,17
Burkina Faso,Potatoes,1994,61538,748,28,6
Burkina Faso,Potatoes,1995,62500,748,28.46,3.04
Burkina Faso,Potatoes,1996,28605,748,28.74,39.16
Burkina Faso,Potatoes,1997,23981,748,28.52,75.29
Burkina Faso,Potatoes,1998,24321,748,28.95,111.41
Burkina Faso,Potatoes,1999,22000,748,28.45,93.43
Burkina Faso,Potatoes,2000,21233,748,28.6,75.44
Burkina Faso,Potatoes,2001,15852,748,28.77,57.46
Burkina Faso,Potatoes,2002,20527,748,28.97,39.47
Burkina Faso,Potatoes,2004,18849,748,28.9,1.28
Burkina Faso,Potatoes,2005,20000,748,29.18,92.21
Burkina Faso,Potatoes,2006,20000,748,28.92,109.24
Burkina Faso,Potatoes,2007,20000,748,28.96,292.05
Burkina Faso,Potatoes,2008,17954,748,28.4,190.92
Burkina Faso,Potatoes,2009,18111,748,29.05,132.3
Burkina Faso,Potatoes,2010,18998,748,29.17,442.89
Burkina Faso,Potatoes,2011,19159,748,29.03,843
Burkina Faso,Potatoes,2012,19320,748,28.67,843
Burkina Faso,Potatoes,2013,19481,748,29.41,843
Burkina Faso,"Rice, paddy",1990,20783,748,28.77,29.1
Burkina Faso,"Rice, paddy",1991,21444,748,28.4,29.1
Burkina Faso,"Rice, paddy",1992,18831,748,28.06,29.1
Burkina Faso,"Rice, paddy",1993,21630,748,28.58,17
Burkina Faso,"Rice, paddy",1994,19582,748,28,6
Burkina Faso,"Rice, paddy",1995,19249,748,28.46,3.04
Burkina Faso,"Rice, paddy",1996,23883,748,28.74,39.16
Burkina Faso,"Rice, paddy",1997,15750,748,28.52,75.29
Burkina Faso,"Rice, paddy",1998,19388,748,28.95,111.41
Burkina Faso,"Rice, paddy",1999,24824,748,28.45,93.43
Burkina Faso,"Rice, paddy",2000,25675,748,28.6,75.44
Burkina Faso,"Rice, paddy",2001,18795,748,28.77,57.46
Burkina Faso,"Rice, paddy",2002,19010,748,28.97,39.47
Burkina Faso,"Rice, paddy",2004,15047,748,28.9,1.28
Burkina Faso,"Rice, paddy",2005,17791,748,29.18,92.21
Burkina Faso,"Rice, paddy",2006,25724,748,28.92,109.24
Burkina Faso,"Rice, paddy",2007,17002,748,28.96,292.05
Burkina Faso,"Rice, paddy",2008,24355,748,28.4,190.92
Burkina Faso,"Rice, paddy",2009,23154,748,29.05,132.3
Burkina Faso,"Rice, paddy",2010,20238,748,29.17,442.89
Burkina Faso,"Rice, paddy",2011,17676,748,29.03,843
Burkina Faso,"Rice, paddy",2012,23336,748,28.67,843
Burkina Faso,"Rice, paddy",2013,21993,748,29.41,843
Burkina Faso,Sorghum,1990,5827,748,28.77,29.1
Burkina Faso,Sorghum,1991,9092,748,28.4,29.1
Burkina Faso,Sorghum,1992,9437,748,28.06,29.1
Burkina Faso,Sorghum,1993,11027,748,28.58,17
Burkina Faso,Sorghum,1994,7793,748,28,6
Burkina Faso,Sorghum,1995,8758,748,28.46,3.04
Burkina Faso,Sorghum,1996,9095,748,28.74,39.16
Burkina Faso,Sorghum,1997,6804,748,28.52,75.29
Burkina Faso,Sorghum,1998,8541,748,28.95,111.41
Burkina Faso,Sorghum,1999,8857,748,28.45,93.43
Burkina Faso,Sorghum,2000,8295,748,28.6,75.44
Burkina Faso,Sorghum,2001,9278,748,28.77,57.46
Burkina Faso,Sorghum,2002,9252,748,28.97,39.47
Burkina Faso,Sorghum,2004,9731,748,28.9,1.28
Burkina Faso,Sorghum,2005,10919,748,29.18,92.21
Burkina Faso,Sorghum,2006,11393,748,28.92,109.24
Burkina Faso,Sorghum,2007,9374,748,28.96,292.05
Burkina Faso,Sorghum,2008,9859,748,28.4,190.92
Burkina Faso,Sorghum,2009,9204,748,29.05,132.3
Burkina Faso,Sorghum,2010,10036,748,29.17,442.89
Burkina Faso,Sorghum,2011,8952,748,29.03,843
Burkina Faso,Sorghum,2012,10755,748,28.67,843
Burkina Faso,Sorghum,2013,10409,748,29.41,843
Burkina Faso,Soybeans,1990,4667,748,28.77,29.1
Burkina Faso,Soybeans,1991,5000,748,28.4,29.1
Burkina Faso,Soybeans,1992,5882,748,28.06,29.1
Burkina Faso,Soybeans,1993,14628,748,28.58,17
Burkina Faso,Soybeans,1994,9595,748,28,6
Burkina Faso,Soybeans,1995,27319,748,28.46,3.04
Burkina Faso,Soybeans,1996,10710,748,28.74,39.16
Burkina Faso,Soybeans,1997,9514,748,28.52,75.29
Burkina Faso,Soybeans,1998,10308,748,28.95,111.41
Burkina Faso,Soybeans,1999,13310,748,28.45,93.43
Burkina Faso,Soybeans,2000,8519,748,28.6,75.44
Burkina Faso,Soybeans,2001,13053,748,28.77,57.46
Burkina Faso,Soybeans,2002,11119,748,28.97,39.47
Burkina Faso,Soybeans,2004,11545,748,28.9,1.28
Burkina Faso,Soybeans,2005,17025,748,29.18,92.21
Burkina Faso,Soybeans,2006,11421,748,28.92,109.24
Burkina Faso,Soybeans,2007,11250,748,28.96,292.05
Burkina Faso,Soybeans,2008,27290,748,28.4,190.92
Burkina Faso,Soybeans,2009,14542,748,29.05,132.3
Burkina Faso,Soybeans,2010,12562,748,29.17,442.89
Burkina Faso,Soybeans,2011,8873,748,29.03,843
Burkina Faso,Soybeans,2012,10949,748,28.67,843
Burkina Faso,Soybeans,2013,13512,748,29.41,843
Burkina Faso,Sweet potatoes,1990,67598,748,28.77,29.1
Burkina Faso,Sweet potatoes,1991,55862,748,28.4,29.1
Burkina Faso,Sweet potatoes,1992,56904,748,28.06,29.1
Burkina Faso,Sweet potatoes,1993,50965,748,28.58,17
Burkina Faso,Sweet potatoes,1994,55351,748,28,6
Burkina Faso,Sweet potatoes,1995,36755,748,28.46,3.04
Burkina Faso,Sweet potatoes,1996,62201,748,28.74,39.16
Burkina Faso,Sweet potatoes,1997,52003,748,28.52,75.29
Burkina Faso,Sweet potatoes,1998,56110,748,28.95,111.41
Burkina Faso,Sweet potatoes,1999,84033,748,28.45,93.43
Burkina Faso,Sweet potatoes,2000,133168,748,28.6,75.44
Burkina Faso,Sweet potatoes,2001,78415,748,28.77,57.46
Burkina Faso,Sweet potatoes,2002,61708,748,28.97,39.47
Burkina Faso,Sweet potatoes,2004,69167,748,28.9,1.28
Burkina Faso,Sweet potatoes,2005,83331,748,29.18,92.21
Burkina Faso,Sweet potatoes,2006,125728,748,28.92,109.24
Burkina Faso,Sweet potatoes,2007,90640,748,28.96,292.05
Burkina Faso,Sweet potatoes,2008,110907,748,28.4,190.92
Burkina Faso,Sweet potatoes,2009,126965,748,29.05,132.3
Burkina Faso,Sweet potatoes,2010,102743,748,29.17,442.89
Burkina Faso,Sweet potatoes,2011,190326,748,29.03,843
Burkina Faso,Sweet potatoes,2012,83073,748,28.67,843
Burkina Faso,Sweet potatoes,2013,146793,748,29.41,843
Burkina Faso,Yams,1990,66250,748,28.77,29.1
Burkina Faso,Yams,1991,60833,748,28.4,29.1
Burkina Faso,Yams,1992,11475,748,28.06,29.1
Burkina Faso,Yams,1993,59603,748,28.58,17
Burkina Faso,Yams,1994,53043,748,28,6
Burkina Faso,Yams,1995,69212,748,28.46,3.04
Burkina Faso,Yams,1996,73799,748,28.74,39.16
Burkina Faso,Yams,1997,69169,748,28.52,75.29
Burkina Faso,Yams,1998,66929,748,28.95,111.41
Burkina Faso,Yams,1999,65350,748,28.45,93.43
Burkina Faso,Yams,2000,82928,748,28.6,75.44
Burkina Faso,Yams,2001,69481,748,28.77,57.46
Burkina Faso,Yams,2002,83373,748,28.97,39.47
Burkina Faso,Yams,2004,74208,748,28.9,1.28
Burkina Faso,Yams,2005,75306,748,29.18,92.21
Burkina Faso,Yams,2006,85482,748,28.92,109.24
Burkina Faso,Yams,2007,65200,748,28.96,292.05
Burkina Faso,Yams,2008,71895,748,28.4,190.92
Burkina Faso,Yams,2009,94186,748,29.05,132.3
Burkina Faso,Yams,2010,66518,748,29.17,442.89
Burkina Faso,Yams,2011,74827,748,29.03,843
Burkina Faso,Yams,2012,90785,748,28.67,843
Burkina Faso,Yams,2013,58594,748,29.41,843
Burundi,Cassava,1990,88969,1274,21.15,92.08
Burundi,Cassava,1991,89785,1274,20.97,92.08
Burundi,Cassava,1992,92046,1274,21.31,92.08
Burundi,Cassava,1993,90264,1274,21.17,96.99
Burundi,Cassava,1994,87884,1274,21.25,84.45
Burundi,Cassava,1995,86870,1274,21.55,144.2
Burundi,Cassava,1996,85779,1274,21.18,207.1
Burundi,Cassava,1997,86182,1274,21.51,117.56
Burundi,Cassava,1998,88820,1274,21.56,107.29
Burundi,Cassava,1999,88212,1274,21.01,150.24
Burundi,Cassava,2000,89953,1274,21.32,109.87
Burundi,Cassava,2001,89591,1274,21.24,72.56
Burundi,Cassava,2002,91456,1274,21.45,98.1
Burundi,Cassava,2004,79083,1274,21.71,508.26
Burundi,Cassava,2005,75230,1274,22.29,304.83
Burundi,Cassava,2006,87864,1274,21.83,190.51
Burundi,Cassava,2007,87275,1274,21.28,412.66
Burundi,Cassava,2008,64718,1274,21.29,456.44
Burundi,Cassava,2009,41867,1274,21.42,177.75
Burundi,Cassava,2010,40629,1274,21.75,264.53
Burundi,Cassava,2011,39948,1274,21.23,75.64
Burundi,Cassava,2012,42092,1274,21.44,98.59
Burundi,Cassava,2013,68749,1274,21.53,956.06
Burundi,Maize,1990,13540,1274,21.15,92.08
Burundi,Maize,1991,13887,1274,20.97,92.08
Burundi,Maize,1992,14218,1274,21.31,92.08
Burundi,Maize,1993,14342,1274,21.17,96.99
Burundi,Maize,1994,12276,1274,21.25,84.45
Burundi,Maize,1995,12752,1274,21.55,144.2
Burundi,Maize,1996,13133,1274,21.18,207.1
Burundi,Maize,1997,12608,1274,21.51,117.56
Burundi,Maize,1998,11463,1274,21.56,107.29
Burundi,Maize,1999,11192,1274,21.01,150.24
Burundi,Maize,2000,10521,1274,21.32,109.87
Burundi,Maize,2001,10817,1274,21.24,72.56
Burundi,Maize,2002,10931,1274,21.45,98.1
Burundi,Maize,2004,10807,1274,21.71,508.26
Burundi,Maize,2005,10833,1274,22.29,304.83
Burundi,Maize,2006,10159,1274,21.83,190.51
Burundi,Maize,2007,10244,1274,21.28,412.66
Burundi,Maize,2008,10041,1274,21.29,456.44
Burundi,Maize,2009,10032,1274,21.42,177.75
Burundi,Maize,2010,10511,1274,21.75,264.53
Burundi,Maize,2011,11023,1274,21.23,75.64
Burundi,Maize,2012,11763,1274,21.44,98.59
Burundi,Maize,2013,13218,1274,21.53,956.06
Burundi,Potatoes,1990,34836,1274,21.15,92.08
Burundi,Potatoes,1991,32454,1274,20.97,92.08
Burundi,Potatoes,1992,33357,1274,21.31,92.08
Burundi,Potatoes,1993,28125,1274,21.17,96.99
Burundi,Potatoes,1994,29453,1274,21.25,84.45
Burundi,Potatoes,1995,29691,1274,21.55,144.2
Burundi,Potatoes,1996,28825,1274,21.18,207.1
Burundi,Potatoes,1997,32397,1274,21.51,117.56
Burundi,Potatoes,1998,25950,1274,21.56,107.29
Burundi,Potatoes,1999,24393,1274,21.01,150.24
Burundi,Potatoes,2000,25242,1274,21.32,109.87
Burundi,Potatoes,2001,25757,1274,21.24,72.56
Burundi,Potatoes,2002,26760,1274,21.45,98.1
Burundi,Potatoes,2004,28732,1274,21.71,508.26
Burundi,Potatoes,2005,25483,1274,22.29,304.83
Burundi,Potatoes,2006,26176,1274,21.83,190.51
Burundi,Potatoes,2007,34521,1274,21.28,412.66
Burundi,Potatoes,2008,26273,1274,21.29,456.44
Burundi,Potatoes,2009,27711,1274,21.42,177.75
Burundi,Potatoes,2010,42521,1274,21.75,264.53
Burundi,Potatoes,2011,45493,1274,21.23,75.64
Burundi,Potatoes,2012,31165,1274,21.44,98.59
Burundi,Potatoes,2013,62252,1274,21.53,956.06
Burundi,"Rice, paddy",1990,33333,1274,21.15,92.08
Burundi,"Rice, paddy",1991,30923,1274,20.97,92.08
Burundi,"Rice, paddy",1992,31077,1274,21.31,92.08
Burundi,"Rice, paddy",1993,31398,1274,21.17,96.99
Burundi,"Rice, paddy",1994,31099,1274,21.25,84.45
Burundi,"Rice, paddy",1995,26819,1274,21.55,144.2
Burundi,"Rice, paddy",1996,27873,1274,21.18,207.1
Burundi,"Rice, paddy",1997,32551,1274,21.51,117.56
Burundi,"Rice, paddy",1998,29927,1274,21.56,107.29
Burundi,"Rice, paddy",1999,32572,1274,21.01,150.24
Burundi,"Rice, paddy",2000,30399,1274,21.32,109.87
Burundi,"Rice, paddy",2001,32063,1274,21.24,72.56
Burundi,"Rice, paddy",2002,32629,1274,21.45,98.1
Burundi,"Rice, paddy",2004,32924,1274,21.71,508.26
Burundi,"Rice, paddy",2005,34144,1274,22.29,304.83
Burundi,"Rice, paddy",2006,33322,1274,21.83,190.51
Burundi,"Rice, paddy",2007,33767,1274,21.28,412.66
Burundi,"Rice, paddy",2008,32203,1274,21.29,456.44
Burundi,"Rice, paddy",2009,32680,1274,21.42,177.75
Burundi,"Rice, paddy",2010,28268,1274,21.75,264.53
Burundi,"Rice, paddy",2011,26876,1274,21.23,75.64
Burundi,"Rice, paddy",2012,21041,1274,21.44,98.59
Burundi,"Rice, paddy",2013,19130,1274,21.53,956.06
Burundi,Sorghum,1990,10983,1274,21.15,92.08
Burundi,Sorghum,1991,11241,1274,20.97,92.08
Burundi,Sorghum,1992,11517,1274,21.31,92.08
Burundi,Sorghum,1993,11259,1274,21.17,96.99
Burundi,Sorghum,1994,9938,1274,21.25,84.45
Burundi,Sorghum,1995,13168,1274,21.55,144.2
Burundi,Sorghum,1996,13206,1274,21.18,207.1
Burundi,Sorghum,1997,12401,1274,21.51,117.56
Burundi,Sorghum,1998,12487,1274,21.56,107.29
Burundi,Sorghum,1999,11998,1274,21.01,150.24
Burundi,Sorghum,2000,12132,1274,21.32,109.87
Burundi,Sorghum,2001,12559,1274,21.24,72.56
Burundi,Sorghum,2002,12850,1274,21.45,98.1
Burundi,Sorghum,2004,13486,1274,21.71,508.26
Burundi,Sorghum,2005,14042,1274,22.29,304.83
Burundi,Sorghum,2006,12654,1274,21.83,190.51
Burundi,Sorghum,2007,12964,1274,21.28,412.66
Burundi,Sorghum,2008,12874,1274,21.29,456.44
Burundi,Sorghum,2009,12885,1274,21.42,177.75
Burundi,Sorghum,2010,10701,1274,21.75,264.53
Burundi,Sorghum,2011,8205,1274,21.23,75.64
Burundi,Sorghum,2012,5890,1274,21.44,98.59
Burundi,Sorghum,2013,6513,1274,21.53,956.06
Burundi,Soybeans,1990,10000,1274,21.15,92.08
Burundi,Soybeans,1991,10000,1274,20.97,92.08
Burundi,Soybeans,1992,8943,1274,21.31,92.08
Burundi,Soybeans,1993,8694,1274,21.17,96.99
Burundi,Soybeans,1994,8000,1274,21.25,84.45
Burundi,Soybeans,1995,8368,1274,21.55,144.2
Burundi,Soybeans,1996,8305,1274,21.18,207.1
Burundi,Soybeans,1997,8282,1274,21.51,117.56
Burundi,Soybeans,1998,8000,1274,21.56,107.29
Burundi,Soybeans,1999,7778,1274,21.01,150.24
Burundi,Soybeans,2000,7273,1274,21.32,109.87
Burundi,Soybeans,2001,7500,1274,21.24,72.56
Burundi,Soybeans,2002,7500,1274,21.45,98.1
Burundi,Soybeans,2004,7500,1274,21.71,508.26
Burundi,Soybeans,2005,7778,1274,22.29,304.83
Burundi,Soybeans,2006,7895,1274,21.83,190.51
Burundi,Soybeans,2007,7750,1274,21.28,412.66
Burundi,Soybeans,2008,7683,1274,21.29,456.44
Burundi,Soybeans,2009,7619,1274,21.42,177.75
Burundi,Soybeans,2010,7752,1274,21.75,264.53
Burundi,Soybeans,2011,7764,1274,21.23,75.64
Burundi,Soybeans,2012,7283,1274,21.44,98.59
Burundi,Soybeans,2013,9554,1274,21.53,956.06
Burundi,Sweet potatoes,1990,64427,1274,21.15,92.08
Burundi,Sweet potatoes,1991,64810,1274,20.97,92.08
Burundi,Sweet potatoes,1992,63418,1274,21.31,92.08
Burundi,Sweet potatoes,1993,64762,1274,21.17,96.99
Burundi,Sweet potatoes,1994,60149,1274,21.25,84.45
Burundi,Sweet potatoes,1995,61230,1274,21.55,144.2
Burundi,Sweet potatoes,1996,62061,1274,21.18,207.1
Burundi,Sweet potatoes,1997,61879,1274,21.51,117.56
Burundi,Sweet potatoes,1998,59048,1274,21.56,107.29
Burundi,Sweet potatoes,1999,65551,1274,21.01,150.24
Burundi,Sweet potatoes,2000,62489,1274,21.32,109.87
Burundi,Sweet potatoes,2001,65072,1274,21.24,72.56
Burundi,Sweet potatoes,2002,67215,1274,21.45,98.1
Burundi,Sweet potatoes,2004,66752,1274,21.71,508.26
Burundi,Sweet potatoes,2005,65368,1274,22.29,304.83
Burundi,Sweet potatoes,2006,66985,1274,21.83,190.51
Burundi,Sweet potatoes,2007,66692,1274,21.28,412.66
Burundi,Sweet potatoes,2008,65947,1274,21.29,456.44
Burundi,Sweet potatoes,2009,67125,1274,21.42,177.75
Burundi,Sweet potatoes,2010,77508,1274,21.75,264.53
Burundi,Sweet potatoes,2011,78801,1274,21.23,75.64
Burundi,Sweet potatoes,2012,65035,1274,21.44,98.59
Burundi,Sweet potatoes,2013,104528,1274,21.53,956.06
Burundi,Wheat,1990,7478,1274,21.15,92.08
Burundi,Wheat,1991,7333,1274,20.97,92.08
Burundi,Wheat,1992,7120,1274,21.31,92.08
Burundi,Wheat,1993,7748,1274,21.17,96.99
Burundi,Wheat,1994,8824,1274,21.25,84.45
Burundi,Wheat,1995,7440,1274,21.55,144.2
Burundi,Wheat,1996,7728,1274,21.18,207.1
Burundi,Wheat,1997,7742,1274,21.51,117.56
Burundi,Wheat,1998,8148,1274,21.56,107.29
Burundi,Wheat,1999,7085,1274,21.01,150.24
Burundi,Wheat,2000,6774,1274,21.32,109.87
Burundi,Wheat,2001,8667,1274,21.24,72.56
Burundi,Wheat,2002,8290,1274,21.45,98.1
Burundi,Wheat,2004,8326,1274,21.71,508.26
Burundi,Wheat,2005,7387,1274,22.29,304.83
Burundi,Wheat,2006,8007,1274,21.83,190.51
Burundi,Wheat,2007,8407,1274,21.28,412.66
Burundi,Wheat,2008,8431,1274,21.29,456.44
Burundi,Wheat,2009,8583,1274,21.42,177.75
Burundi,Wheat,2010,7393,1274,21.75,264.53
Burundi,Wheat,2011,7129,1274,21.23,75.64
Burundi,Wheat,2012,4448,1274,21.44,98.59
Burundi,Wheat,2013,7276,1274,21.53,956.06
Burundi,Yams,1990,57576,1274,21.15,92.08
Burundi,Yams,1991,55714,1274,20.97,92.08
Burundi,Yams,1992,55479,1274,21.31,92.08
Burundi,Yams,1993,55547,1274,21.17,96.99
Burundi,Yams,1994,55734,1274,21.25,84.45
Burundi,Yams,1995,55955,1274,21.55,144.2
Burundi,Yams,1996,56264,1274,21.18,207.1
Burundi,Yams,1997,56226,1274,21.51,117.56
Burundi,Yams,1998,56668,1274,21.56,107.29
Burundi,Yams,1999,58009,1274,21.01,150.24
Burundi,Yams,2000,60175,1274,21.32,109.87
Burundi,Yams,2001,58376,1274,21.24,72.56
Burundi,Yams,2002,58376,1274,21.45,98.1
Burundi,Yams,2004,55067,1274,21.71,508.26
Burundi,Yams,2005,52836,1274,22.29,304.83
Burundi,Yams,2006,56615,1274,21.83,190.51
Burundi,Yams,2007,57103,1274,21.28,412.66
Burundi,Yams,2008,57869,1274,21.29,456.44
Burundi,Yams,2009,55000,1274,21.42,177.75
Burundi,Yams,2010,64079,1274,21.75,264.53
Burundi,Yams,2011,68989,1274,21.23,75.64
Burundi,Yams,2012,90258,1274,21.44,98.59
Burundi,Yams,2013,79279,1274,21.53,956.06
Cameroon,Cassava,1990,164386,1604,25.08,450.01
Cameroon,Cassava,1991,162200,1604,24.99,99.09
Cameroon,Cassava,1992,136333,1604,24.6,1137.56
Cameroon,Cassava,1993,131840,1604,24.9,774.49
Cameroon,Cassava,1994,127037,1604,24.93,411.42
Cameroon,Cassava,1995,118667,1604,25.21,48.35
Cameroon,Cassava,1996,115500,1604,25,180.08
Cameroon,Cassava,1997,106556,1604,24.98,630.12
Cameroon,Cassava,1998,90041,1604,25.66,258.02
Cameroon,Cassava,1999,136594,1604,24.97,653
Cameroon,Cassava,2000,132992,1604,24.88,545
Cameroon,Cassava,2001,81918,1604,25.01,687
Cameroon,Cassava,2002,76626,1604,25.26,815.79
Cameroon,Cassava,2004,66145,1604,25.42,849.48
Cameroon,Cassava,2005,105771,1604,25.36,829.59
Cameroon,Cassava,2006,107548,1604,25.39,950.22
Cameroon,Cassava,2007,140000,1604,25.49,918.88
